venue_id,brand,address,city,state
393fff6f-f3e5-49c7-a41b-daec2e1ced50,Sprouts Farmers Market,4600 Roswell Rd. #A100,Sandy Springs,GA
f318bb3d-27b9-4d9a-9760-a8eb8f843811,Sprouts Farmers Market,5130 Peachtree Pkwy.,Peachtree Corners,GA
abb6400e-be5b-4009-aeb8-1bdf53ca6ea1,Sprouts Farmers Market,23105 Cinco Ranch Blvd.,Katy,TX
261a619e-c036-49ee-97f8-9124d929a08a,Whole Foods Market,6601 S. Fry Road,Katy,TX
55af0882-0cd5-4175-966e-f0bcaa01b01b,Sprouts Farmers Market,1265 W. Exchange Pkwy.,Allen,TX
ae131f17-8d33-41c4-8811-64d6b48d7aee,Sprouts Farmers Market,316 Grapevine Hwy.,Hurst,TX
37e90d6e-84e1-429c-98dd-3eb7f5a6ebcd,Sprouts Farmers Market,4100 Legacy Dr. #401,Plano,TX
cf687f22-9a47-41e9-af86-358fb8773a02,Whole Foods Market,4301 W. William Cannon,Austin,TX
81faec90-dd0f-451f-98d2-2f703eac184e,Sprouts Farmers Market,10225 Research Blvd.,Austin,TX
40bfe129-ff08-487d-bea8-e1b0452a3132,Sprouts Farmers Market,6920 Manchaca Rd.,Austin,TX
5262a5f4-0028-414c-8b62-f90ba66caf11,Trader Joe's,9722 Great Hills Trail,Austin,TX
833f2fc5-10be-4a99-bf37-425792906aa2,Whole Foods Market,9607 Research Blvd.,Austin,TX
0cba7f57-10cc-403d-b74b-bdb194c462a9,Sprouts Farmers Market,4006 S. Lamar Blvd.,Austin,TX
b018684c-8256-4738-92f6-6f51fd5a7bd1,Sprouts Farmers Market,11722 Marsh Ln.,Dallas,TX
31ec600c-500e-4e01-a80c-cd56434e0498,Whole Foods Market,"8190 Park Lane, Suite 351",Dallas,TX
98899800-92f9-499b-9945-72b9b69e7747,Whole Foods Market,11700 Preston Rd,Dallas,TX
86a604d4-3e8b-4be6-adfb-f660837b3cec,Sprouts Farmers Market,1800 N. Henderson Ave.,Dallas,TX
f6a5ddba-bf8f-4b5c-98fc-189de4ca6b5f,Whole Foods Market,2118 Abrams Road,Dallas,TX
a00f56b4-390f-4cc4-999b-72f043dfd22b,Trader Joe's,2001 Greenville Ave,Dallas,TX
ba849e49-d7e3-4222-9b5e-8d156b32b5f2,Whole Foods Market,2510 McKinney Ave,Dallas,TX
417b35eb-25b6-4a5a-ba8b-95db4b6c2c92,Sprouts Farmers Market,7110 Skillman St.,Dallas,TX
512c7b44-be9c-408d-b140-7a10df95b887,Trader Joe's,14856 Preston Rd,Dallas,TX
69854e27-fbfc-407b-ae6f-3db49fcf2f27,Trader Joe's,5550 W Lovers Lane,Dallas,TX
719e3c89-1282-486a-abcf-46bef8ce62b6,Trader Joe's,4525 Cole Ave,Dallas,TX
7d252654-6cd8-4176-9df4-28784cb0e95f,Sprouts Farmers Market,4930 Teasley Lane,Denton,TX
2b1ae422-4993-4bc8-beb2-cf16f990f3fa,Sprouts Farmers Market,2500 Eldorado Pkwy.,Frisco,TX
1335e3e2-d326-4b55-80b1-974854d1d1c1,Whole Foods Market,6741 N MacArthur Blvd,Irving,TX
fa9e54bb-b1bf-412a-b468-fc21140adea9,Sprouts Farmers Market,2003 S. Main St.,Keller,TX
de393ec9-b090-4550-a496-1cde422586f3,Sprouts Farmers Market,20708 Kuykendahl Rd.,Spring,TX
689aa7bd-f09d-4f93-acbd-bb419f3e135a,Whole Foods Market,"5100 Belt Line Road, Suite 1012",Addison,TX
0831ad8d-5beb-43fd-9209-c52ed9b18c38,Sprouts Farmers Market,655 Sunland Park Dr.,El Paso,TX
dd0f6b5c-f5da-4ab7-8667-0ec60825145c,Sprouts Farmers Market,2036 N Zaragoza Rd.,El Paso,TX
e7add025-db45-4a30-b5bf-e5140dee744d,Sprouts Farmers Market,9801 Gateway Blvd. West,El Paso,TX
b119b909-b332-4d3b-bf57-d53de017a05c,Whole Foods Market,100 Pitt Street,El Paso,TX
2ac434c3-fd35-442b-a8b0-abc2c13f6099,Sprouts Farmers Market,195 Yale St.,Houston,TX
356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,1407 South Voss Rd,Houston,TX
47d5c33a-0ee4-40d8-b808-0166286ca834,Whole Foods Market,4004 Bellaire Blvd,Houston,TX
190fb11f-d121-4733-a97f-f3e51b50b3f7,Whole Foods Market,701 Waugh Drive,Houston,TX
b89b8ea0-559e-45d8-9909-c1e02212dd9e,Sprouts Farmers Market,11940 Westheimer Rd.,Houston,TX
724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,1440 South Voss Road,Houston,TX
5e5bcc9c-06d5-41f5-95f4-1c127974544f,Whole Foods Market,2955 Kirby Dr,Houston,TX
1b2d67ed-3786-46df-9e3c-122add59a8dd,Sprouts Farmers Market,7055 Hwy 6 N,Houston,TX
1b789b3c-ef44-408a-a098-c7dbf56538c1,Trader Joe's,2922 S Shepherd Drive,Houston,TX
ce9b412c-6ada-49c0-b9f5-5edbcca3e2de,Whole Foods Market,11041 Westheimer Rd.,Houston,TX
94e4ca1b-6941-49a0-98d6-a8917d9d1f87,Trader Joe's,11683 Westheimer Rd,Houston,TX
418ad94c-d9c5-4d04-925b-e6ea15538ffc,Sprouts Farmers Market,22506 Tomball Pkwy.,Houston,TX
2825a86c-bac6-4a6b-97fc-fc9edc06883c,Sprouts Farmers Market,"8201 Quaker Ave., Suite 140",Lubbock,TX
4470be64-d016-4a65-a0b1-b64a5b87c1df,Sprouts Farmers Market,5800 N. 10th St.,McAllen,TX
875647a7-bb97-4921-a375-1cb21e78c647,Sprouts Farmers Market,3001 Lakeview Pkwy.,Rowlett,TX
8f1c4b89-996b-4558-9544-93fabcf8908c,Whole Foods Market,12601 Hill Country Blvd,Bee Cave,TX
9d24747f-fd33-418e-8542-77dca73f7795,Sprouts Farmers Market,9241 Virginia Pkwy.,McKinney,TX
bb75e788-91bd-4729-be6d-f1384889adf7,Trader Joe's,2851 Craig Dr Ste 100,McKinney,TX
2038fc5e-fbef-46be-9634-7e824a5304bf,Sprouts Farmers Market,2718 Old Chocolate Bayou Rd.,Pearland,TX
fd5d5d3e-127d-41f2-9d6d-5656a01c59c7,Sprouts Farmers Market,5711 W. Interstate 20 Hwy.,Arlington,TX
aa914e61-ee6b-416e-9815-7de5765bafe3,Whole Foods Market,801 East Lamar Blvd.,Arlington,TX
ccd4be02-5a4a-4d1b-9d30-0e9798db2c52,Sprouts Farmers Market,1550 E. Debbie Ln.,Mansfield,TX
9238e0da-f53c-466a-b55a-81ea8904b0bf,Sprouts Farmers Market,220 Randol Mill Ave.,Southlake,TX
1ab99c97-b94b-4795-8b2d-af96c6ce9dd0,Sprouts Farmers Market,1745 E. Hebron Pkwy.,Carrollton,TX
242093f3-db2b-472f-a1fc-9d9bd0cca177,Sprouts Farmers Market,362 E. FM 1382,Cedar Hill,TX
d37e8b7a-1fb5-4f42-92fb-a665e3e9f56e,Sprouts Farmers Market,1831 South Lakeline Blvd.,Cedar Park,TX
f20fafbc-61b8-4a64-bfcb-c6e279e8b745,Whole Foods Market,3720 Vision Drive,Fort Worth,TX
5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,2701 S Hulen St,Fort Worth,TX
45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,4650 SW Loop 820,Fort Worth,TX
7aa2ad29-2599-4d82-b9dc-f8cfd80e816b,Sprouts Farmers Market,6300 Waverly Wy.,Fort Worth,TX
1ccb10c2-d0df-4df2-a888-7adfcb8d61d6,Sprouts Farmers Market,1343 W. Campbell Rd.,Richardson,TX
d7c7eb1e-bdfa-462e-a222-9fff61d6d6a9,Sprouts Farmers Market,110 Interstate Hwy. 35 N.,Round Rock,TX
dbd14d0f-ef71-4380-a819-7274c76a1b4f,Sprouts Farmers Market,13550 University Blvd.,Sugar Land,TX
d8695248-1e37-452b-9277-7fd09df8fe30,Whole Foods Market,4801 Colleyville Blvd,Colleyville,TX
0e9da79c-0290-43db-9ddc-cf88508ea04a,Whole Foods Market,"255 E. Basse Rd, Ste. 130",San Antonio,TX
b92bd243-8663-49a9-877f-99c9b8ebdc23,Trader Joe's,403 N Loop 1604 W,San Antonio,TX
d33a0f23-5031-4925-8374-c87c444baa60,Whole Foods Market,18403 Blanco Road,San Antonio,TX
c3bb8a9a-2758-4679-bb7f-00e2a3c10b73,Trader Joe's,350 East Basse Road,San Antonio,TX
3211c160-b4b1-476f-9192-86122a84d233,Sprouts Farmers Market,8101 Callaghan Rd.,San Antonio,TX
dd63a70d-9eea-4b02-9d1c-8d6fb324ba97,Sprouts Farmers Market,2301 Cross Timbers Rd.,Flower Mound,TX
87742fce-edd4-4119-8110-c3ebe7bc8e9d,Whole Foods Market,4100 Lomo Alto Dr,Highland Park,TX
a111d00d-1195-4db2-a2a4-a285f4ff2801,Trader Joe's,10868 Kuykendahl Road,The Woodlands,TX
dd6d137e-6fe6-40b3-971e-c44c4962db07,Whole Foods Market,1925 Hughes Landing Blvd.,The Woodlands,TX
a75e9704-df77-4f42-8d3b-2836557cec8b,Sprouts Farmers Market,1440 Airline Rd.,Corpus Christi,TX
da3c887c-01b0-40cf-90b5-b365db0b0acd,Whole Foods Market,The Shops at Highland Village,Highland Village,TX
